timestamp,open,high,low,close,volume
2020-09-28 06:22:00,336.1105,336.1105,336.1105,336.1105,125
2020-09-28 07:01:00,336.1205,336.1205,336.1205,336.1205,277
2020-09-28 07:15:00,336.6099,336.6099,336.6099,336.6099,300
2020-09-28 07:20:00,336.6099,336.6099,336.6099,336.6099,120
2020-09-28 07:23:00,336.1105,336.1105,336.1105,336.1105,200
2020-09-28 08:01:00,336.1205,337.1093,335.6111,335.6111,3489
2020-09-28 08:38:00,335.8945,335.8945,335.8945,335.8945,101
2020-09-28 08:45:00,335.9107,335.9107,335.9107,335.9107,142
2020-09-28 08:48:00,335.6611,335.6611,335.6611,335.6611,100
2020-09-28 08:49:00,336.9295,336.9295,336.9295,336.9295,100
2020-09-28 09:29:00,336.1005,336.1005,336.1005,336.1005,147
2020-09-28 09:31:00,336.2203,337.6087,335.8608,337.419,116943
2020-09-28 09:32:00,337.4939,338.1881,337.0289,337.1643,16020
2020-09-28 09:33:00,337.1692,337.1692,336.1504,336.3053,14895
2020-09-28 09:34:00,336.4601,336.8296,336.4051,336.6499,12634
2020-09-28 09:35:00,336.6998,337.1093,336.2104,337.0044,11701
2020-09-28 09:36:00,337.0694,338.7774,336.8596,338.4528,26836
2020-09-28 09:37:00,338.7075,338.7274,337.8335,338.4977,23692
2020-09-28 09:38:00,338.5639,338.5976,337.2392,337.5888,14818
2020-09-28 09:39:00,337.5488,338.258,337.5488,338.228,21749
2020-09-28 09:40:00,338.0585,338.5576,338.0585,338.0882,12788
2020-09-28 09:41:00,338.3079,339.127,338.1293,339.127,11833
2020-09-28 09:42:00,339.2169,339.2768,338.5976,338.7474,10151
2020-09-28 09:43:00,338.6575,338.8773,338.4528,338.4888,4301
2020-09-28 09:44:00,338.3878,338.3878,337.5588,337.5588,4927
2020-09-28 09:45:00,337.5588,337.6886,337.349,337.5576,11858
2020-09-28 09:46:00,337.5688,337.7236,337.2392,337.6537,13117
2020-09-28 09:47:00,337.5788,338.1381,337.5788,337.8134,10260
2020-09-28 09:48:00,337.8385,337.8385,337.1193,337.404,20675
2020-09-28 09:49:00,337.3391,337.374,337.0244,337.0756,7641
2020-09-28 09:50:00,336.9695,336.972,336.7397,336.8996,9930
2020-09-28 09:51:00,336.7497,336.8446,336.1305,336.1305,7932
2020-09-28 09:52:00,336.0505,336.1604,335.8208,335.9457,9564
2020-09-28 09:53:00,335.9511,336.485,335.9457,336.4225,9880
2020-09-28 09:54:00,336.4051,336.4501,336.0406,336.3902,9184
2020-09-28 09:55:00,336.3202,336.6798,336.3202,336.3502,4318
2020-09-28 09:56:00,336.3003,336.4601,336.2203,336.3702,6170
2020-09-28 09:57:00,336.2903,336.5699,336.2004,336.48,5660
2020-09-28 09:58:00,336.54,336.8346,336.54,336.7547,3901
2020-09-28 09:59:00,336.7797,336.8696,336.5799,336.6698,8096
2020-09-28 10:00:00,336.7098,336.8047,336.4351,336.7098,7025
2020-09-28 10:01:00,336.7597,337.0494,336.6998,337.0444,10944
2020-09-28 10:02:00,336.9046,337.1992,336.8746,336.8746,6804
2020-09-28 10:03:00,336.7298,337.2392,336.7298,337.0594,5385
2020-09-28 10:04:00,337.1892,337.4989,337.1892,337.4989,2157
2020-09-28 10:05:00,337.3391,337.5988,337.2591,337.4889,4563
2020-09-28 10:06:00,337.4989,337.4989,337.1143,337.3696,10319
2020-09-28 10:07:00,337.404,337.404,336.9645,337.1543,8094
2020-09-28 10:08:00,336.9845,337.0294,336.6658,336.8197,6910
2020-09-28 10:09:00,337.0594,337.4939,337.0094,337.359,10348
2020-09-28 10:10:00,337.1792,337.2791,336.9695,337.2731,7358
2020-09-28 10:11:00,337.399,337.8684,337.399,337.6603,6530
2020-09-28 10:12:00,337.7885,337.8085,337.449,337.449,9740
2020-09-28 10:13:00,337.4489,337.8285,337.4489,337.6986,8140
2020-09-28 10:14:00,337.7985,338.0982,337.7286,338.0882,4919
2020-09-28 10:15:00,338.1331,338.3379,338.1331,338.218,5666
2020-09-28 10:16:00,338.3778,338.5377,338.3479,338.5077,6364
2020-09-28 10:17:00,338.5776,338.9971,338.5776,338.8373,10919
2020-09-28 10:18:00,338.8373,338.8698,338.4877,338.4877,7422
2020-09-28 10:19:00,338.5277,338.6076,338.4378,338.5776,6109
2020-09-28 10:20:00,338.4877,338.5277,338.4078,338.4128,4925
2020-09-28 10:21:00,338.3079,338.3679,338.0682,338.218,8216
2020-09-28 10:22:00,338.3279,338.8373,338.3279,338.8074,5347
2020-09-28 10:23:00,338.7175,338.7824,338.6375,338.6375,5616
2020-09-28 10:24:00,338.7474,338.8273,338.6975,338.7874,3914
2020-09-28 10:25:00,338.8273,338.8273,338.4078,338.4677,10512
2020-09-28 10:26:00,338.4627,338.4627,338.1981,338.4598,7822
2020-09-28 10:27:00,338.4877,338.7824,338.4278,338.7636,9103
2020-09-28 10:28:00,338.7674,339.0571,338.7175,338.9572,6388
2020-09-28 10:29:00,338.6375,338.6375,338.1336,338.1336,3980
2020-09-28 10:30:00,338.288,338.5377,337.9084,337.9234,11221
2020-09-28 10:31:00,337.9284,337.9284,337.6087,337.8185,7347
2020-09-28 10:32:00,337.8485,338.3379,337.8285,338.1981,6279
2020-09-28 10:33:00,338.208,338.288,337.9883,338.0582,4265
2020-09-28 10:34:00,338.0632,338.1082,337.8884,337.9483,3504
2020-09-28 10:35:00,337.9483,337.9483,337.6187,337.6187,4540
2020-09-28 10:36:00,337.6487,337.7136,337.369,337.5688,5615
2020-09-28 10:37:00,337.5188,337.5688,337.389,337.414,3220
2020-09-28 10:38:00,337.2641,337.424,337.1593,337.1593,3354
2020-09-28 10:39:00,337.3191,337.389,337.2192,337.3589,3674
2020-09-28 10:40:00,337.2991,337.3341,337.1093,337.2841,5501
2020-09-28 10:41:00,337.3391,337.4839,337.1293,337.389,4526
2020-09-28 10:42:00,337.4489,337.4789,337.1692,337.2791,2745
2020-09-28 10:43:00,337.3391,337.3391,337.0294,337.0594,4390
2020-09-28 10:44:00,337.0394,337.2492,337.0394,337.2092,3747
2020-09-28 10:45:00,337.0993,337.369,336.7198,337.3391,5120
2020-09-28 10:46:00,337.3291,337.419,337.0494,337.0993,6202
2020-09-28 10:47:00,336.8097,336.8097,336.55,336.7098,3480
2020-09-28 10:48:00,336.8047,337.1543,336.7148,336.8496,4321
2020-09-28 10:49:00,336.7997,336.7997,336.56,336.56,3742
2020-09-28 10:50:00,336.4601,336.4722,336.4601,336.4722,986
2020-09-28 10:51:00,336.4251,336.49,336.1105,336.1105,3208
2020-09-28 10:52:00,336.1105,336.1604,335.4213,335.671,12032
2020-09-28 10:53:00,335.8208,335.9507,335.7871,335.8208,3810
2020-09-28 10:54:00,335.631,335.8857,335.5811,335.8857,5568
2020-09-28 10:55:00,335.7609,335.7609,335.661,335.7209,1668
2020-09-28 10:56:00,335.631,335.7109,335.4703,335.7109,4260
2020-09-28 10:57:00,335.7609,335.8608,335.7609,335.8608,1838
2020-09-28 10:58:00,335.8308,335.8606,335.5961,335.5961,6426
2020-09-28 10:59:00,335.5411,335.9106,335.4962,335.7109,6820
2020-09-28 11:00:00,335.5711,335.681,335.5112,335.5511,5950
2020-09-28 11:01:00,335.7809,336.0406,335.671,335.8708,5345
2020-09-28 11:02:00,335.8508,336.3252,335.8508,336.3252,4185
2020-09-28 11:03:00,336.4067,336.54,336.1504,336.1554,6702
2020-09-28 11:04:00,336.2004,336.4601,336.2004,336.4601,4947
2020-09-28 11:05:00,336.49,336.8396,336.48,336.8197,6030
2020-09-28 11:06:00,336.7947,337.0194,336.7298,336.7397,9621
2020-09-28 11:07:00,336.7148,337.0294,336.6199,337.0294,5011
2020-09-28 11:08:00,337.2791,337.4689,337.2092,337.399,7712
2020-09-28 11:09:00,337.2991,337.409,337.2891,337.409,3154
2020-09-28 11:10:00,337.3291,337.5788,337.3191,337.384,4147
2020-09-28 11:11:00,337.3091,337.4889,337.1792,337.409,6551
2020-09-28 11:12:00,337.4389,337.7686,337.4389,337.4789,4064
2020-09-28 11:13:00,337.4389,337.4789,337.409,337.409,1783
2020-09-28 11:14:00,337.359,337.4489,337.3291,337.3591,2508
2020-09-28 11:15:00,337.4589,337.6437,337.4389,337.6437,2671
2020-09-28 11:16:00,337.6587,337.7386,337.4989,337.4989,3220
2020-09-28 11:17:00,337.4689,337.5588,337.369,337.5138,5235
2020-09-28 11:18:00,337.5387,337.5888,337.3291,337.4822,10821
2020-09-28 11:19:00,337.5188,337.8784,337.5188,337.8385,8691
2020-09-28 11:20:00,337.8206,337.9284,337.7486,337.9284,3786
2020-09-28 11:21:00,337.9284,338.0382,337.7985,337.7985,6173
2020-09-28 11:22:00,337.742,338.0532,337.742,337.9983,4290
2020-09-28 11:23:00,338.0166,338.0532,337.7386,338.0532,5942
2020-09-28 11:24:00,338.0582,338.1281,337.9334,338.0666,6828
2020-09-28 11:25:00,338.248,338.4877,338.228,338.4877,3935
2020-09-28 11:26:00,338.5177,338.5177,338.268,338.3329,3727
2020-09-28 11:27:00,338.208,338.218,337.8949,337.9334,4476
2020-09-28 11:28:00,337.8385,337.8385,337.5188,337.5988,5333
2020-09-28 11:29:00,337.6487,337.7486,337.6087,337.7386,3653
2020-09-28 11:30:00,337.8185,338.0283,337.8185,337.8884,5691
2020-09-28 11:31:00,337.9783,338.0782,337.8634,337.8634,2690
2020-09-28 11:32:00,337.8085,337.8734,337.6087,337.7935,2860
2020-09-28 11:33:00,337.7286,338.0982,337.7286,337.9983,4098
2020-09-28 11:34:00,338.1281,338.4478,338.1082,338.3479,4272
2020-09-28 11:35:00,338.3079,338.3079,338.1481,338.1481,3348
2020-09-28 11:36:00,338.1681,338.278,338.1681,338.1881,1287
2020-09-28 11:37:00,338.1581,338.4178,338.1581,338.4178,3503
2020-09-28 11:38:00,338.4378,338.5377,338.4078,338.4078,2149
2020-09-28 11:39:00,338.5077,338.5377,338.3179,338.5377,2368
2020-09-28 11:40:00,338.4977,338.5876,338.4578,338.4677,2970
2020-09-28 11:41:00,338.4578,338.4777,338.3179,338.3778,3512
2020-09-28 11:42:00,338.3679,338.3679,338.1481,338.1481,2918
2020-09-28 11:43:00,338.1082,338.1082,337.8884,337.8884,3495
2020-09-28 11:44:00,337.8684,338.0183,337.8535,338.0183,2353
2020-09-28 11:45:00,338.0283,338.0982,337.9384,337.9384,3059
2020-09-28 11:46:00,337.9483,338.0582,337.9483,338.0382,3380
2020-09-28 11:47:00,337.9583,337.9583,337.6886,337.6886,1420
2020-09-28 11:48:00,337.7486,337.7785,337.5788,337.76,5000
2020-09-28 11:49:00,337.7286,337.7985,337.6087,337.7885,2571
2020-09-28 11:50:00,337.7386,337.8185,337.6087,337.6487,3509
2020-09-28 11:51:00,337.6787,337.7785,337.6187,337.7785,1692
2020-09-28 11:52:00,337.6087,337.7286,337.5588,337.7086,2959
2020-09-28 11:53:00,337.7785,338.0882,337.7785,338.0482,5456
2020-09-28 11:54:00,338.1082,338.1415,338.1082,338.1415,1392
2020-09-28 11:55:00,338.0882,338.0982,337.9184,338.041,2081
2020-09-28 11:56:00,337.9883,337.9883,337.8684,337.9184,1575
2020-09-28 11:57:00,337.8585,337.8585,337.5688,337.5688,1986
2020-09-28 11:58:00,337.5188,337.5188,337.3241,337.3241,5430
2020-09-28 11:59:00,337.419,337.6087,337.349,337.394,2628
2020-09-28 12:00:00,337.349,337.4389,337.3191,337.389,3586
2020-09-28 12:01:00,337.409,337.4589,337.2791,337.3191,5565
2020-09-28 12:02:00,337.2891,337.349,337.2641,337.2641,7502
2020-09-28 12:03:00,337.2791,337.369,337.2791,337.3391,3753
2020-09-28 12:04:00,337.349,337.5188,337.3189,337.4639,1467
2020-09-28 12:05:00,337.399,337.4288,337.2992,337.4288,3446
2020-09-28 12:06:00,337.349,337.4789,337.2591,337.369,2242
2020-09-28 12:07:00,337.349,337.359,337.2791,337.359,2446
2020-09-28 12:08:00,337.369,337.5089,337.349,337.4145,1373
2020-09-28 12:09:00,337.4589,337.4589,337.3191,337.3191,1937
2020-09-28 12:10:00,337.3191,337.4502,337.3191,337.4179,2890
2020-09-28 12:11:00,337.389,337.419,337.2392,337.3191,3803
2020-09-28 12:12:00,337.2791,337.399,337.2791,337.349,1706
2020-09-28 12:13:00,337.3391,337.3391,337.2292,337.2941,3029
2020-09-28 12:14:00,337.2891,337.3391,337.2393,337.3391,2427
2020-09-28 12:15:00,337.3391,337.5472,337.3191,337.4889,5252
2020-09-28 12:16:00,337.5077,337.6087,337.4589,337.4589,3310
